'bout	baʊt
vivisepulture	ˈvɪv.iˈsɛp.əl.tʃɚ
vivo	ˈvi.voʊ
vivona	viˈvoʊ.nə
vivra	ˈvi.vɹə
vivyan	viˈvjɑn
vixen	ˈvɪk.sɪn
viyella	vɪˈjɛl.ə
vizcaino	viz.kɑˈi.noʊ
vizcarra	vizˈkɑ.ɹə
vizcaya	vɪzˈkaɪ.ə
vizzini	vitˈsi.ni
vlach	vlætʃ
vlachos	ˈvleɪ.koʊs
vlad	vlæd
vlad's	vlædz
vladeck	ˈvlæd.ɛk
vladic	ˈvlædˌɪk
vladimir	ˈvlæd.ə.mɪɹ
vladislav	ˈvlæd.ə.slɑv
vladivostok	ˌvlæ.dɪˈvɔ.stɑk|ˌvlæ.dɪˈvoʊ.stɑk
vlahakis	ˌvlʌˈhɔ.kɪs
vlahos	ˈvlɑ.hoʊs
vlasak	ˈvlɑ.sək
vlasic	ˈvlæz.ɪk
vlcek	ˈvlɛs.ɪk
vliet	vlit
vlok	vlɑk
vnesheconombank	vəˌnɛ.ʃəˈkɑ.nəmˌbæŋk
vo	voʊ
vobis	ˈvoʊ.bəs
vocabulary	voʊˈkæb.jəˌlɛ.ɹi
vocal	ˈvoʊ.kəl
vocalist	ˈvoʊ.kə.lɪst
vocalists	ˈvoʊ.kə.lɪsts
vocalize	ˈvoʊ.kəˌlaɪz
vocalizes	ˈvoʊ.kəˌlaɪ.zɪz
vocally	ˈvoʊ.kə.li
vocals	ˈvoʊ.kəlz
vocaltec	ˈvoʊ.kəlˌtɛk
vocation	voʊˈkeɪ.ʃən
vocational	voʊˈkeɪ.ʃə.nəl
vocations	voʊˈkeɪ.ʃənz
vociferate	vəˈsɪf.ɚ.eɪt
vociferated	vəˈsɪf.ɚ.eɪ.tɪd
vociferates	vəˈsɪf.ɚ.eɪts
vociferating	vəˈsɪf.ɚ.eɪ.tɪŋ
vociferous	voʊˈsɪf.ɚ.əs
vociferously	vəˈsɪf.ɚ.ə.sli
vocke	vɑk
vocs	vɑks
vodafone	ˈvoʊ.dəˌfoʊn
vodavi	voʊˈdɑ.vi
vodicka	ˈvɑ.dɪ.kə
vodka	ˈvɑd.kə
vodkas	ˈvɑd.kəz
voegele	ˈvoʊ.ɡəl
voegeli	ˈvoʊ.ɡɪ.li
voelkel	ˈvoʊl.kəl
voelker	ˈvoʊl.kɚ
voell	voʊl
voeller	ˈvoʊ.lɚ
voeltz	voʊlts
voelz	voʊlz
voest	voʊst
vogan	ˈvoʊ.ɡən
voge	voʊdʒ
vogel	ˈvoʊ.ɡəl
vogeler	ˈvoʊ.ɡə.lɚ
vogelgesang	ˈvɑ.ɡɪl.ɡɪ.səŋ
vogelpohl	ˈvɑ.ɡɪl.poʊl
vogels	ˈvoʊ.ɡəlz
vogelsang	ˈvɑ.ɡɪl.səŋ
vogelsong	ˈvɑ.ɡɪl.sɔŋ
vogelstein	ˈvoʊ.ɡəlˌstin|ˈvoʊ.ɡəlˌstaɪn
voges	ˈvoʊ.dʒɪz
voght	vɑt
vogl	ˈvɑ.ɡəl
vogler	ˈvoʊ.ɡlɚ
vogosca	voʊˈɡoʊ.skə|vəˈɡoʊ.skə
vogt	voʊt
vogtle	ˈvɑɡ.təl
vogue	voʊɡ
vohs	vɑs
voice	vɔɪs
voice's	ˈvɔɪ.sɪz
voiced	vɔɪst
voiceless	ˈvɔɪ.sləs
voicemail	ˈvɔɪˌsmeɪl
voiceover	ˈvɔɪˌsoʊ.vɚ
voices	ˈvɔɪ.səz|ˈvɔɪ.sɪz
voicework	ˈvɔɪˌswɝk
voiceworks	ˈvɔɪˌswɝks
voicing	ˈvɔɪ.sɪŋ
void	vɔɪd
voided	ˈvɔɪ.dɪd
voiding	ˈvɔɪ.dɪŋ
voids	vɔɪdz
voight	vɔɪt
voigt	vɔɪɡt|vɔɪt
voigts	vɔɪɡts|vɔɪts
voila	ˌvwɑˈlɑ
voiles	vɔɪlz
voinovich	ˈvɔɪ.nə.vɪtʃ
voir	vwɑɹ
voisey	ˌvwɑˈseɪ|ˌvɔɪˈseɪ
voisin	vɔɪˈzæn
voisine	vɔɪˈzin
voit	vɔɪt
vojta	ˈvɔɪˌtʌ|ˈvɔɪ.tə
vokes	voʊks
voland	ˈvɑ.lənd
volante	voʊˈlɑn.teɪ
volatile	ˈvɑ.lə.təl
volatility	ˌvɑ.ləˈtɪl.ə.ti
volberding	ˈvoʊl.bɚ.dɪŋ
volcanic	vɑlˈkæn.ɪk
volcanically	vɑlˈkæn.ɪ.kli
volcano	vɑlˈkeɪ.noʊ
volcano's	vɑlˈkeɪ.noʊz
volcanoes	vɑlˈkeɪ.noʊz
volcanologist	ˌvɔl.kəˈnɔ.lə.dʒɪst
volcanologists	ˌvɔl.kəˈnɔ.lə.dʒɪsts|ˌvɔl.kəˈnɔ.lə.dʒɪs
volcanos	vɑlˈkeɪ.noʊz
volcker	ˈvoʊl.kɚ
volcker's	ˈvoʊl.kɚz
vold	voʊld
voldemort	ˈvoʊl.dəˌmɔɹt
voldemort's	ˈvoʊl.dəˌmɔɹts
volden	ˈvoʊl.dən
volentine	voʊ.lɛnˈti.ni
voles	voʊlz
voleta	voʊˈlɛt.ə
volga	ˈvɑl.ɡə
volgograd	ˈvoʊl.ɡoʊˌɡɹæd
volin	ˈvoʊ.lɪn
volio	ˈvoʊ.li.oʊ
volition	voʊˈlɪʃ.ən
volk	voʊlk
volker	ˈvoʊl.kɚ
volkers	ˈvoʊl.kɚz
volkert	ˈvoʊl.kɚt
volkman	ˈvoʊlk.mən
volkmann	ˈvoʊlk.mən
volkmar	ˈvoʊlk.mɚ
volkmer	ˈvoʊlk.mɚ
volkogonov	voʊlˈkɔ.ɡəˌnɔv
volksbank	ˈvoʊlksˌbæŋk
volksfuersorge	voʊlksˈfjuɹ.sɔɹdʒ
volkswagen	ˈvoʊlkˌswæ.ɡən
volkswagen's	ˈvoʊlkˌswæ.ɡənz
volkswagens	ˈvoʊlkˌswæ.ɡənz
voll	vɑl
volland	ˈvɑ.lənd
vollbrecht	ˈvɑl.bɹɪkt
volle	vɑl
vollenweider	ˈvɑ.lɪn.waɪ.dɚ
voller	ˈvɑ.lɚ
volley	ˈvɑ.li
volleyball	ˈvɑ.liˌbɔl
volleys	ˈvɑ.liz
vollman	ˈvɑl.mən
vollmar	ˈvɑl.mɚ
vollmer	ˈvɑl.mɚ
vollrath	ˈvɑl.ɹəθ
volmer	ˈvoʊl.mɚ
volner	ˈvoʊl.nɚ
volney	ˈvoʊl.ni
volokh	ˈvɑ.lɑk
volpe	voʊlp
volpi	ˈvoʊl.pi
volpicella	ˌvoʊl.pɪˈsɛl.ə
volt	voʊlt
volta	ˈvoʊl.tə
voltage	ˈvoʊl.tədʒ|ˈvoʊl.tɪdʒ
voltage's	ˈvoʊl.tɪ.dʒɪz
voltages	ˈvoʊl.tə.dʒəz|ˈvoʊl.tɪ.dʒɪz
voltaire	voʊlˈtɛɹ
voltaren	ˈvoʊl.tɚ.ən
volts	voʊlts
voltz	voʊlts
voluble	ˈvɑ.ljə.bəl
volume	ˈvɑ.ljum
volume's	ˈvɑ.ljəmz
volumes	ˈvɑ.ljumz
voluminous	vəˈlu.mə.nəs
voluntarily	ˌvɑ.lənˈtɛɹ.ə.li
voluntarism	voʊˈlʌn.tɚˌɪ.zəm
voluntary	ˈvɑ.lən.tɛ.ɹi
volunteer	ˌvɑ.lənˈtɪɹ
volunteered	ˌvɑ.lənˈtɪɹd
volunteering	ˌvɔ.lənˈtɪɹ.ɪŋ
volunteerism	ˌvɔ.lənˈtɪɹˌɪ.zəm
volunteers	ˌvɑ.lənˈtɪɹz
voluptuous	vəˈlʌp.tʃə.wəs
volvo	ˈvoʊl.voʊ
volvo's	ˈvoʊl.voʊz
volvos	ˈvɔl.voʊz
volvovitz	ˈvoʊl.və.vɪts
volvox	ˈvɑl.vɑks
volz	voʊlz
vomit	ˈvɑ.mət
vomiting	ˈvɑ.mə.tɪŋ
von	vɔn
von-braun	ˈvɑnˈbɹɔn
vona	ˈvoʊ.nə
vonada	voʊˈnɑ.də
vonallmen	ˈvɑ.nəl.mɛn
vonarx	vəˈnɑɹks
vonbargen	ˌvɑnˈbɑɹ.ɡən
vonbehren	ˌvɑnˈbɪɹ.ən
vonbergen	ˌvɑnˈbɝ.ɡən
voncannon	ˌvɑnˈkæn.ən
vonder	ˈvɑn.dɚ
vonderhaar	ˈvɑn.dɚˌhɑɹ
vonderheide	ˈvɑn.dɚˌhaɪd
vondra	ˈvɑn.dɹə
vondracek	ˈvɑn.dɹə.sɪk
vondrak	ˈvɑn.dɹək
vondrasek	vənˈdɹɑ.sɛk
vonfeldt	ˈvɑn.fɪlt
vong	vɔŋ
vongunten	ˈvɑŋ.ɡən.tən
vonk	vɑŋk
vonnegut	ˈvɑ.nə.ɡət
vonnie	ˈvɑ.ni
vonny	ˈvɑ.ni
vonruden	ˈvɑn.ɹu.dən
vons	vɑnz
vons's	ˈvɑn.zɪz
vonseggern	ˈvɑn.sɪ.ɡɚn
vonstein	ˈvɑn.staɪn|ˈvɑn.stin
vontobel	ˌvɑnˈtoʊ.bəl
voodoo	ˈvuˌdu
voorhees	ˈvʊɹ.hiz
voorheis	ˈvʊɹ.haɪz
voorhies	ˈvʊɹ.hiz
voorhis	ˈvʊɹ.hɪs
vora	ˈvɔ.ɹə
voracious	vɔˈɹeɪ.ʃəs
voracity	vɚˈæs.ə.ti|vɔˈɹæs.ə.ti
vorce	vɔɹs
vore	vɔɹ
vorhauer	ˈvɔɹˌhaʊɹ
vorhees	ˈvɔɹ.hiz
vorhies	ˈvɔɹ.hiz
voris	ˈvɔ.ɹɪs
vornado	ˌvɔɹˈnɑ.doʊ|ˌvɔɹˈneɪ.doʊ
vorndran	ˈvɔɹn.dɹən
vorontsov	vɔˈɹɑntˌsɑv
voros	ˈvɔ.ɹoʊz
vorpahl	ˈvɔɹ.pɑl
vortec	ˈvɔɹˌtɛk
vortex	ˈvɔɹ.tɛks
vorwald	ˈvɔɹ.wɔld
vorwerk	ˈvɔɹ.wɚk
vos	vɑs
vosberg	ˈvɑs.bɚɡ
vosburg	ˈvɑs.bɚɡ
vosburgh	ˈvɑs.bɚɡ
vose	voʊz
voshell	ˈvɑ.ʃəl
vosler	ˈvɑ.sə.lɚ|ˈvɑ.slɚ
voss	vɔs
vossen	ˈvɔ.sən
vossler	ˈvɑ.sə.lɚ|ˈvɑ.slɚ
votava	voʊˈtɑ.və
votaw	ˈvoʊ.tɔ
vote	voʊt
vote's	voʊts
voted	ˈvoʊ.tɪd
voter	ˈvoʊ.tɚ
voter's	ˈvoʊ.tɚz
voters	ˈvoʊ.tɚz
voters'	ˈvoʊ.tɚz
votes	voʊts
voth	vɑθ
voting	ˈvoʊ.tɪŋ
votrax	ˈvɑ.tɹæks
votruba	vəˈtɹu.bə
vouch	vaʊtʃ
vouched	vaʊtʃt
voucher	ˈvaʊ.tʃɚ
vouchers	ˈvaʊ.tʃɚz
vouching	ˈvaʊ.tʃɪŋ
vought	vɔt
vous	vu
voute	vut
vow	vaʊ
vowed	vaʊd
vowel	ˈvaʊ.əl
vowell	ˈvɑ.wɛl
vowels	ˈvaʊ.əlz|vaʊlz
vowing	ˈvaʊ.ɪŋ
vowles	ˈvaʊ.əlz
vows	vaʊz
vox	vɑks
voxforge	ˈvɑkˌsfɔɹdʒ
voyage	ˈvɔɪ.ədʒ|ˈvɔɪ.ɪdʒ
voyaged	ˈvɔɪ.ədʒd|ˈvɔɪ.ɪdʒd
voyager	ˈvɔɪ.ə.dʒɚ|ˈvɔɪ.ɪ.dʒɚ
voyager's	ˈvɔɪ.ɪ.dʒɚz
voyagers	ˈvɔɪ.ɪ.dʒɚz
voyages	ˈvɔɪ.ə.dʒəz|ˈvɔɪ.ɪ.dʒɪz
voyer	ˈvɔɪ.ɚ
voyeur	ˌvɔɪˈjuɹ
voyeurism	ˌvɔɪˈju.ɹɪ.zəm
voyeuristic	ˌvɔɪ.jəˈɹɪs.tɪk
voyles	vɔɪlz
voynavich	ˈvɔɪ.nə.vɪtʃ
voytek	ˈvɔɪ.tɪk
voytko	ˈvɔɪt.koʊ
vp	ˌviˈpi
vrabel	ˈvɹæb.əl
vradenburg	ˈvɹeɪ.dən.bɚɡ
vrain	vɹeɪn
vrana	ˈvɹæn.ə
vranesevic	ˌvɹɑ.nəˈsɛv.ɪtʃ
vranitzky	vɹəˈnɪtˌski
vranos	ˈvɹɑ.noʊs
vrba	ˈvɝˈbɑ
vrdolyak	vɚˈdoʊ.li.æk
vredenburg	ˈvɹi.dən.bɚɡ
vreeland	ˈvɹi.lənd
vremya	ˈvɹɛm.i.ə
vries	vɹiz
vroman	ˈvɹoʊ.mən
vroom	vɹum
vrooman	ˈvɹu.mən
vs	ˈviˈɛs
vs.	ˈvɝ.səz
vsel	ˈviˌsɛl
vu	vu
vue	vju
vuitton	ˌvʊˈtɔn
vukelich	vəˈkɛl.ɪh
vukovar	ˈvu.kəˌvɑɹ
vukovich	ˈvu.kə.vɪtʃ
vulcan	ˈvʌl.kən
vulcan's	ˈvʌl.kənz
vulcans	ˈvʌl.kənz
vulgamore	ˈvʌl.ɡə.mɔɹ
vulgar	ˈvʌl.ɡɚ
vulgarity	vəlˈɡɛɹ.ɪ.ti
vulgarization	ˌvʌl.ɡɚ.ɪˈzeɪ.ʃən
vullo	ˈvu.loʊ
vulnerabilities	ˌvʌl.nɚ.əˈbɪl.ɪ.tiz
vulnerability	ˌvʌl.nɚ.əˈbɪl.ɪ.ti
vulnerable	ˈvʌl.nɚ.ə.bəl
vultaggio	vulˈtɑ.dʒi.oʊ
vulture	ˈvʌl.tʃɚ
vultures	ˈvʌl.tʃɚz
vulva	ˈvʊl.və
vuncannon	ˈvʌn.kə.nɑn|vənˈkæn.ən
vuolo	vuˈoʊ.loʊ
vuong	vuˈɔŋ
vy	vaɪ
vyacheslav	ˈvjɑ.tʃə.slɑv
vyas	vjɑs|ˈvaɪ.əs
vying	ˈvaɪ.ɪŋ
w	ˈdʌb.ə.lju
w's	ˈdʌb.ə.ljuz
w.	ˈdʌb.ə.lju
w.'s	ˈdʌb.ə.ljuz
w.s	ˈdʌb.ə.ljuz
wa	wɑ
waack	wɑk
waag	wɑɡ
waage	ˈwɑ.ɪdʒ
waah	wɑ
waal	wɑl
waara	ˈwɑ.ɹə
waas	wɑz
wabash	ˈwɔ.bæʃ
wabash's	ˈwɔ.bæ.ʃəz
wace	weɪs
wach	wɔtʃ
wacha	ˈwɑ.tʃə
wachholz	ˈwɔk.hoʊlz
wachner	ˈwæk.nɚ
wacho	ˈwɑ.tʃoʊ
wachob	ˈwɔ.kəb
wachovia	wɑˈtʃoʊ.vi.ə
wachowiak	vəˈhaʊ.i.æk
wachowski	vəˈhɔf.ski
wachs	wɔks
wachsman	ˈwɔk.smən
wachsmuth	ˈwɔk.smʊθ
wachtel	ˈwɔ.tʃəl
wachtell	wɑkˈtɛl
wachter	ˈwɔk.tɚ
wachtler	ˈwækt.lɚ
wack	wæk
wackenhut	ˈwɑ.kənˌhʌt
wacker	ˈwæk.ɚ
wackerle	ˈwæk.ɚ.əl|ˈwæk.ɚ.li
wacko	ˈwæk.oʊ
wackos	ˈwæk.oʊz
wacks	wæks
wacksman	ˈwæk.smən
wacksman's	ˈwæk.smənz
wacky	ˈwæk.i
waco	ˈweɪ.koʊ
wactlar	ˈwɑkt.lɚ
wad	wɑd
wada	ˈwɑ.də
wadas	ˈwɑ.dəz
wadded	ˈwɑ.dɪd
waddell	wɑˈdɛl
waddie	ˈwɑ.di
waddill	ˈwɔˈdɪl
waddington	ˈwɑ.dɪŋ.tən
waddle	ˈwɑ.dəl
waddy	ˈwɑ.di
wade	weɪd
wade's	weɪdz
waded	ˈweɪ.dɪd
wadel	ˈweɪ.dəl
wader	ˈweɪ.dɚ
waders	ˈweɪ.dɚz
wades	weɪdz
wadford	ˈwɔd.fɚd
wadhams	ˈwɔ.dəmz
wadi	ˈwɑˌdi
wading	ˈweɪ.dɪŋ
wadkins	ˈwɔd.kɪnz
wadle	ˈwɔ.dəl
wadleigh	ˈwɔd.li
wadley	ˈwɑd.li
wadlington	ˈwɑd.lɪŋ.tən
wadlow	ˈwɑdˌloʊ
wadman	ˈwɔd.mən
wads	wɑdz
wadsworth	ˈwɑd.zwɚθ
wadsworth's	ˈwɑd.zwɚθs
waechter	ˈwɛk.tɚ
waeltermann	ˈwɑl.tɚ.mən|ˈvæl.tɚ.mən
waertsilae	ˈwɛɹt.səˌleɪ
wafer	ˈweɪ.fɚ
wafers	ˈweɪ.fɚz
waffenschmidt	ˈwɑ.fənˌʃmɪt
waffle	ˈwɑ.fəl
waffled	ˈwɑ.fəld
waffles	ˈwɑ.fəlz
waffling	ˈwɑ.flɪŋ
wafford	ˈwɑ.fɚd
waft	wɑft
wafted	ˈwɑf.tɪd
wafting	ˈwɑf.tɪŋ
wag	wæɡ
wag's	wæɡz
waga	ˈwɑ.ɡə|ˈdʌb.əˌljuˈeɪˈdʒiˈeɪ|ˈdʌb.əˌjuˈeɪˈdʒiˈeɪ
wagaman	ˈwæɡˈʌm.ən
wagar	ˈwæɡ.ɚ
wage	weɪdʒ
waged	weɪdʒd
wageman	ˈweɪdʒ.mən
wagenaar	ˈwæɡ.ə.nɑɹ
wagener	ˈwæɡ.ə.nɚ
wagenknecht	ˈwæɡ.ə.nɪkt
wager	ˈweɪ.dʒɚ
wagered	ˈweɪ.dʒɚd
wagering	ˈweɪ.dʒɚ.ɪŋ
wagers	ˈweɪ.dʒɚz
wages	ˈweɪ.dʒəz|ˈweɪ.dʒɪz
wagg	wæɡ
wagged	wæɡd
waggener	ˈwæɡ.ə.nɚ
wagging	ˈwæɡ.ɪŋ
waggling	ˈwæɡ.ə.lɪŋ|ˈwæɡ.lɪŋ
waggoner	ˈwæɡ.ə.nɚ
waggy	ˈwæɡ.i
waging	ˈweɪ.dʒɪŋ
wagle	ˈwæɡ.əl
wagler	ˈwæɡ.lɚ
wagley	ˈwæɡ.li
wagman	ˈwæɡ.mən
wagner	ˈwæɡ.nɚ|ˈvɑɡ.nɚ
wagner's	ˈwæɡ.nɚz|ˈvæɡ.nɚz
wagnerian	ˌwæɡˈnɛɹ.i.ən|ˌvɑɡˈnɛɹ.i.ən
wagnon	ˈwæɡ.nən
wagon	ˈwæɡ.ən
wagoneer	ˌwæ.ɡəˈnɪɹ
wagoneers	ˌwæ.ɡəˈnɪɹz
wagoner	ˈwæɡ.ə.nɚ
wagons	ˈwæɡ.ənz
wags	wæɡz
wagstaff	ˈwæɡˌstæf
wagster	ˈwæɡ.stɚ
waguespack	ˈwæɡ.ɪˌspæk
wagy	ˈwæɡ.i
wah	wɑ
wah's	wɑz
wah-pei	ˈwɑˈpeɪ
wahid	ˌwɑˈhid
wahine	wəˈhi.ni
wahines	wəˈhi.niz
wahl	wɑl
wahlberg	ˈwɑl.bɚɡ
wahle	wɔl
wahlen	ˈwɑ.lən
wahler	ˈwɑ.lɚ
wahlers	ˈwɑ.lɚz
wahlert	ˈwɑ.lɚt
wahlgren	ˈwɑl.ɡɹən
wahlquist	ˈwɑlˌkwɪst
wahlstrom	ˈwɑl.stɹəm
wahoo	wəˈhu|ˈwɑˈhu
wai	waɪ
waibel	ˈweɪ.bəl|ˈwaɪ.bəl
waid	weɪd
waide	weɪd
waidelich	ˈwaɪd.lɪk
waif	weɪf
waifer	ˈweɪ.fɚ
waigel	ˈwaɪ.ɡəl
waikiki	ˌwaɪ.kiˈki
wail	weɪl
wailed	weɪld
wailes	weɪlz
wailing	ˈweɪ.lɪŋ
wails	weɪlz
wain	weɪn
wainer	ˈweɪ.nɚ
wainio	ˈweɪ.ni.oʊ
wainman	ˈweɪn.mən
wainoco	ˌweɪˈnoʊ.koʊ
wainoco's	ˌweɪˈnoʊ.koʊz
wainright	ˈweɪnˌɹaɪt
wainscot	ˈweɪn.skət
wainscott	ˈweɪn.skət
wainscotting	ˈweɪn.skɔ.tɪŋ
wainwright	ˈweɪnˌɹaɪt
wais	weɪz
waisanen	ˈwaɪ.sə.nən
waisner	ˈweɪz.nɚ
waist	weɪst
waistline	ˈweɪstˌlaɪn
waists	weɪsts
wait	weɪt
waite	weɪt
waite's	weɪts
waited	ˈweɪ.tɪd
waiter	ˈweɪ.tɚ
waiter's	ˈweɪ.tɚz
waiters	ˈweɪ.tɚz
waites	weɪts
waitin'	ˈweɪ.tɪn
waiting	ˈweɪ.tɪŋ
waitkus	ˈweɪt.kəs
waitman	ˈwaɪt.mən
waitress	ˈweɪ.tɹəs
waitresses	ˈweɪ.tɹə.sɪz
waits	weɪts
waitt	weɪt
waitzkin	ˈweɪtˌskɪn
waive	weɪv
waived	weɪvd
waiver	ˈweɪ.vɚ
waivers	ˈweɪ.vɚz
waives	weɪvz
waiving	ˈweɪ.vɪŋ
wajda	ˈvaɪ.də
wakabayashi	wɑˌkɑ.bɑˈjɑ.ʃi
wake	weɪk
wake-up	ˈweɪˌkʌp
wakefield	ˈweɪkˌfild
wakeham	ˈwæk.əm
wakeland	ˈweɪ.klənd
wakeley	ˈwæk.li
wakely	ˈweɪ.kli
wakeman	ˈweɪk.mən
waken	ˈweɪ.kən
wakes	weɪks
wakeup	ˈweɪˌkʌp
wakid	ˈweɪ.kəd
waking	ˈweɪ.kɪŋ
wakley	ˈwæk.li
wako	ˈwæk.oʊ
wal	wɔl
wal-mart	ˈwɔlˌmɑɹt
wala	ˈwɔ.lə
wala's	ˈwɔ.ləz
walas	ˈwɔ.ləz
walberg	ˈwɔl.bɚɡ
walbert	ˈwɔl.bɚt
walborn	ˈwɔl.bɚn
walbridge	ˈwɔl.bɹɪdʒ
walbro	ˈwɔl.bɹoʊ
walburn	ˈwɔl.bɚn
walby	ˈwɔl.bi
walch	wɔltʃ
walcher	ˈwɔl.tʃɚ
walck	wɔlk
walcot	ˈwɔl.kɑt
walcott	ˈwɔl.kɑt
walczak	ˈvɑl.tʃæk
walczyk	ˈvɑl.tʃɪk
wald	wɔld
walda	ˈvɑl.də
waldbaum	ˈwɔldˌbaʊm
walde	wɔld
waldeck	ˈwɔl.dɛk
waldecker	ˈwɔlˌdɛ.kɚ
waldegard	ˈwɔl.dəˌɡɑɹd
waldemar	ˈvɑl.də.mɑɹ
walden	ˈwɔl.dən
waldenbooks	ˈwɔl.dənˌbʊks
waldenbooks'	ˈwɔl.dənˌbʊks
walder	ˈwɔl.dɚ
waldheim	ˈwɔldˌhaɪm|ˈvɔldˌhaɪm
waldheim's	ˈwɔldˌhaɪmz|ˈvɔldˌhaɪmz
waldholtz	ˈwɔldˌhoʊlts
waldholtz's	ˈwɔldˌhoʊlt.sɪz
waldholz	ˈwɔldˌhoʊlts
waldhorn	ˈwɔldˌhɔɹn
waldie	ˈwɔl.di
walding	ˈwɔl.dɪŋ
waldinger	ˈwɔl.dɪŋ.ɚ
waldman	ˈwɑld.mən
waldmann	ˈwɔld.mən
waldner	ˈwɔld.nɚ
waldo	ˈwɑl.doʊ|ˈwɔl.doʊ
waldoch	ˈwɔl.dɑk
waldock	ˈwɔl.dɑk
waldon	ˈwɔl.dən
waldorf	ˈwɔl.dɔɹf
waldow	ˈwɔl.doʊ
waldren	ˈwɔl.dɹən
waldrep	ˈwɔl.dɹəp
waldridge	ˈwɔl.dɹɪdʒ
waldrip	ˈwɔl.dɹəp
waldron	ˈwɔl.dɹən
waldroop	ˈwɔlˌdɹup
waldrop	ˈwɔl.dɹɑp
waldroup	ˈwɔlˌdɹup
waldrum	ˈwɔl.dɹəm
waldrup	ˈwɔl.dɹəp
waldschmidt	ˈwɔldˌʃmɪt
waldvogel	ˈwɔldˌvoʊ.ɡəl
wale	weɪl
waleed	ˌwɑˈlid
walek	ˈvɑ.lɛk
walen	ˈweɪ.lən
walenta	wəˈlɛn.tə|vəˈlɛn.tə
wales	weɪlz
wales'	weɪlz
walesa	wəˈlɛs.ə|vəˈlɛs.ə
walesa's	wəˈlɛs.əz|vəˈlɛs.əz
waleson	ˈweɪl.sən
walford	ˈwɔl.fɚd
walfred	ˈwɔl.fɹɛd
walgreen	ˈwɔlˌɡɹin
walgren	ˈwɔl.ɡɹən
walicki	wəˈlɪk.i
walid	wɑˈlid
waligora	wɔ.lɪˈɡɔ.ɹə
walinsky	wəˈlɪn.ski
walizer	ˈwɔ.laɪ.zɚ
walk	wɔk|wɑk
walk-in	ˈwɔˌkɪn
walk-on	ˈwɔˌkɑn
walk-ons	ˈwɔˌkɑnz
walke	wɔk
walked	wɔkt
walken	ˈwɔ.kən
walkenhorst	ˈwɔ.kənˌhɔɹst
walker	ˈwɔ.kɚ
walker's	ˈwɔ.kɚz
walkers	ˈwɔ.kɚz
walkie	ˈwɔ.ki
walkin'	ˈwɔ.kɪn
walking	ˈwɔ.kɪŋ
walkington	ˈwɔ.kɪŋ.tən
walkinshaw	ˈwɔ.kən.ʃɔ
walkley	ˈwɔ.kli
walkman	ˈwɔkˌmæn|ˈwɔk.mən
walkner	ˈwɔk.nɚ
walko	ˈwɔ.koʊ
walkout	ˈwɔˌkaʊt
walkouts	ˈwɔˌkaʊts
walkowiak	wɔˈkaʊ.i.æk
walkowski	wɔˈkɔf.ski
walks	wɔks
walkthrough	ˈwɔk.θɹaʊ
walkup	ˈwɔˌkʌp
walkure	ˈwɔ.kjɚ
walkway	ˈwɔˌkweɪ
walkways	ˈwɔˌkweɪz
wall	wɔl
wall's	wɔlz
wall-e	ˈwɔˌli
wall-tex	ˈwɔlˌtɛks
walla	ˈwɔ.lɑ
wallabies	ˈwɑ.ləˌbiz
wallaby	ˈwɑ.ləˌbi
wallace	ˈwɔ.ləs|ˈwɔ.lɪs
wallace's	ˈwɔ.lə.səz
wallach	ˈwɔ.lək
wallack	ˈwɔ.lək
wallander	ˈwɔ.lən.dɚ
wallar	ˈwɔ.lɚ
wallboard	ˈwɔlˌbɔɹd
walle	wɔl
walled	wɔld
wallen	ˈwɔ.lən
wallenberg	ˈwɔ.lən.bɚɡ
wallenberg's	ˈwɔ.lən.bɚɡz
wallenstein	ˈwɔ.lənˌstaɪn|ˈwɔ.lənˌstin
waller	ˈwɔ.lɚ
wallerstein	ˈwɔ.lɚˌstaɪn|ˈwɔ.lɚˌstin
walles	wɔlz
wallet	ˈwɔ.lət
wallets	ˈwɔ.ləts
walley	ˈwɔ.li
walleye	ˈwɔˌlaɪ
wallflower	ˈwɔlˌflaʊ.ɚ
wallgren	ˈwɔl.ɡɹən
wallich	ˈwɔ.lɪk
wallich's	ˈwɔ.lɪks
wallick	ˈwɔ.lɪk
wallie	ˈwɔ.li
wallin	ˈwɔ.lɪn
walling	ˈwɔ.lɪŋ
wallingford	ˈwɔ.lɪŋ.fɚd
wallington	ˈwɔ.lɪŋ.tən
wallis	ˈwɔ.lɪs
wallison	ˈwɔ.lɪ.sən
wallman	ˈwɔl.mən
wallner	ˈwɔl.nɚ
wallo	ˈwɑ.loʊ
walloch	ˈwɔ.lək
wallop	ˈwɑ.ləp
walloping	ˈwɔ.lə.pɪŋ
wallops	ˈwɑ.ləps
wallow	ˈwɑ.loʊ
wallowed	ˈwɑ.loʊd
wallowing	ˈwɑ.loʊ.ɪŋ
wallpaper	ˈwɔlˌpeɪ.pɚ
wallpapered	ˈwɔlˌpeɪ.pɚd
wallpapering	ˈwɔlˌpeɪ.pɚ.ɪŋ
wallpapers	ˈwɔlˌpeɪ.pɚz
walls	wɔlz
wallsend	ˈwɔlˌsɛnd
wallstreet	ˈwɔlˌstɹit
wallwork	ˈwɔlˌwɝk
wally	ˈwɔ.li|ˈweɪ.li
wally's	ˈwɔ.liz
walmart	ˈwɔlˌmɑɹt
walmart's	ˈwɔlˌmɑɹts
walmarts	ˈwɔlˌmɑɹts
